event_id,event_date,event_type,valence,hf_weighted,hf_total_v3,delta_hf_weighted,source_category
c6031cc8f5d2,1903-01-16,marriage,positive,-12.087800124806586,-8.710528293714795,-2.58526520394104,birth_certificate
c6031cc8f5d2,1903-01-16,marriage,positive,-12.087800124806586,-8.710528293714795,-2.58526520394104,birth_certificate
f2815ec6f87b,1904-05-14,birth_child,positive,-8.693712167145897,-5.393345846115183,0.8088227537196495,birth_certificate
1042f2f6c24e,1905-01-01,professional_milestone,positive,-16.930399218842656,-13.024737664343768,-7.427864297977109,birth_certificate
4ee6814d35df,1910-07-28,birth_child,positive,-13.976747737733865,-10.478614156493869,-4.474212816868317,birth_certificate
cb6069879566,1914-01-01,relocation,neutral,-7.463550343420454,-3.189731652371707,2.038984577445092,birth_certificate
a49d5ccd4374,1919-01-01,marriage,positive,-9.278527708750534,-5.243495787707429,0.224007212115012,birth_certificate
a49d5ccd4374,1919-01-01,marriage,positive,-9.278527708750534,-5.243495787707429,0.224007212115012,birth_certificate
375e4da3be6f,1919-02-14,divorce,negative,-6.209747381322357,-2.418071606487024,3.2927875395431894,birth_certificate
937f1ad6c57a,1920-01-01,award,positive,-13.291071437215884,-9.082061382208424,-3.788536516350339,birth_certificate
da59f4bed4fd,1921-01-01,award,positive,-8.906382006545762,-4.840724613970675,0.5961529143197843,birth_certificate
da59f4bed4fd,1921-01-01,award,positive,-8.906382006545762,-4.840724613970675,0.5961529143197843,birth_certificate
9df9bcccd678,1921-05-05,award,positive,-15.453010311089445,-12.347992489882502,-5.9504753902238985,birth_certificate
749a5fc7cd2b,1923-01-01,award,positive,-19.197876500895667,-15.001359645106014,-9.69534158003012,birth_certificate
546bf4620d03,1926-01-01,award,positive,-12.467119025119803,-8.555715027831088,-2.964584104254257,birth_certificate
6e0c378c9017,1928-01-01,award,positive,-10.339509174391294,-6.755697794588428,-0.8369742535257476,birth_certificate
2c5dc1890fcb,1929-01-01,award,positive,-13.93608136640407,-10.178908279963808,-4.433546445538523,birth_certificate
dbbed108e5d7,1933-01-01,relocation,negative,-15.302774414983377,-11.586297281232664,-5.800239494117829,birth_certificate
adb74ace8587,1935-01-01,award,positive,-15.289648475862892,-11.188813069332753,-5.787113554997346,birth_certificate
3747e0579c4a,1939-01-01,political_event,neutral,-13.062732482182684,-9.718697698955236,-3.5601975613171373,birth_certificate
021d74f6f0eb,1942-01-01,award,positive,-10.709168239120707,-7.255572732488588,-1.206633318255161,birth_certificate
3d5d0e27f912,1949-01-01,award,positive,-9.017437083456734,-5.101734066306568,0.4850978374088122,birth_certificate
115da38effe7,1955-04-18,death,negative,-17.254120031281055,-13.482489128655963,-7.751585110415508,birth_certificate
b79dae76c02b,2008-01-01,award,positive,-10.107949215002206,-6.302686384188029,-0.6054142941366596,birth_certificate
74b8d5f7ef5f,1876-01-01,relocation,neutral,-11.681888111876903,-8.606393324651735,-4.672065659919818,birth_certificate
f11512365a6b,1876-12-25,relocation,neutral,-14.754454859619,-11.70908970866512,-7.744632407661912,birth_certificate
2a92640ba378,1877-01-01,relocation,neutral,-12.09643816497049,-8.74812810343596,-5.086615713013403,birth_certificate
e03a62946dfe,1878-07-01,education_end,negative,-14.880167279931475,-11.254234093435391,-7.870344827974389,birth_certificate
9aef3cf2f65e,1879-01-01,professional_milestone,neutral,-14.390444001891757,-11.35895176392748,-7.38062154993467,birth_certificate
9aef3cf2f65e,1879-01-01,financial_crisis,negative,-14.390444001891757,-11.35895176392748,-7.38062154993467,birth_certificate
